"date","from","to","cc","subject","content"
"09/29/2007","service@paypal.com, service@paypalobjects.com","jose@monkey.org","","Notification of Limited Account Access","Dear jose@monkey.org,Identity protection matters. AndPayPalworks day and night to help keep your identity
		safe. That's why it has come to our attention that yourPayPalaccount information needs to be updated as part of our continuing
		commitment to protect your account and to reduce the instance of fraud
		on our website. If you could take 5-10 minutes out of your online
		experience and update your personal records you will not run into any
		future problems with the online service.However, failure to update your records
		will result in account suspension.Once you have updated your account
		records, yourPayPalsession will not be interrupted
		and will continue as normal.To login to yourPayPalaccount and update your records click on the following link:https://www.paypal.com/cgi-bin/webscr?cmd=_login-runThank You for using PayPal!ThePayPalTeam"
"10/14/2002","customers@wells.com","","","Update Your Account","Dear valued Wells Fargo member,It has come to our attention that your eBay  Billing Information
records are out of date. That requires you to update the Billing Information
If you could please take 5-10 minutes out of your online experience and update
your account, you will not run into any future problems with Wells Fargo's online service.
However, failure to update your records will result in account termination.
Please update your records in maximum 24 hours.

Once you have updated your account records, your account session will not be
interrupted and will continue as normal. Failure to update will result in
cancellation of service, Terms of Service (TOS) violations or future billing
problems.Please click here to update your billing records.http://https://www.wellsfargo.com/privacy_security/Thank you for your time!Marry Kimmel,Wells Fargo Department team.As outlined in our User Agreement, Wells Fargo  will periodically send
  you information about site changes and enhancements. Visit our Privacy Policy
  andUser
  Agreementif you have any questions.Copyright 2007 Wells fargo  Inc. All Rights Reserved.Designated trademarks and brands are the property of their respective owners.Wells Fargo  and the Wells  logo are trademarks of Wells  Inc"
"09/29/2007","security@amazon-inc.com","","","Account Review Team identified some unusual activity in your account. This message has alredy been sent to you , failure to complete the following will result in account erasement . ","AmazonDearAmazonmember,We are contacting you to inform you that our Account Review Team identified 
  some unusual activity in your account. In accordance with Amazon's User Agreement 
  and to ensure that your account has not been compromised, access to your account 
  was limited. Your account access will remain limited until this issue has been 
  resolved. To secure your account and quickly restore full access, we may require 
  some additional information from you for the following reason: We have been 
  notified that a card associated with your account has been reported as lost 
  or stolen, or that there were additional problems with your card.This process is mandatory, and if not completed within the 
nearest time your account or credit card may be subject for temporary 
suspension.To securely confirm your Amazon information please click on the link bellow , 
your link has been personalized and it can not be accessed from two 
different ip locations .http://www.amazon.com/gp/subs/primeclub/account/homepage.html/ref=ya_hp_sub_1/104-4436503-7329515?ie=UTF8&method=GETWe encourage you to log in and perform the steps necessary to restore your 
  account access as soon as possible. Allowing your account access to remain limited 
  for an extended period of time may result in further limitations on the use 
  of your account and possible account closure.For more information about how to protect your account please visit Amazon 
  Security Center. We apologize for any incovenience this may cause, and we apriciate 
  your assistance in helping us to maintain the integrity of the entire Amazon 
  system.Thank you for using Amazon!The Amazon TeamPrivacy Notice1995-2007, Amazon.com,    Inc. or its affiliates."
"09/30/2007","bussfps@chaseonline.chase.com","","","You have mail.","Dear Chase
                valued customer,We recently noticed one or more attempts to log in your
				Chase account from a foreign IP address and we have
reasons to believe
                that your account was hijacked by a third party without
your
                authorization. If you recently accessed your account while 
                traveling, the log
                in attempts may have initiated by you.However if you are the rightful holder of the account, click on 
                the link below and submit, as we try to verify your account.Log on to Chase Internet Bankingand fill in the required informations.This is required for us to continue to offer you a safe and risk free environment.The log in attempt was made from:IP address:89.30.50.107ISP host:89.30.50.107.drmnet.orgIf you choose to ignore our request, you leave us no
choice but to
                temporally suspend your account.We ask that you allow at least 48hrs for the case to be
investigated and
                we strongly recommend not making any changes to your
account in that
                time.* Please do not respond to this
email as your
                reply will not be received.Thank you for your patience as we work together to protect
your account.Copyright  2007 JPMorgan&Chase co.
 All rights reserved."
"09/30/2007","csteam.refg26275274kf.gps@citizensbank.com","jose@monkey.org","","Citizens Bank: Secure Confirmation!","Dearbusiness       or    corporatecustomer      of    Citizens  Bank,Citizens       Bank      Customer    Service      requests you    to completeMoney    Manager   GPS  Online  Form.This  procedure     is  obligatory for      allMoney   Manager  Global      Processing      Solutions™ (GPS)users.Please  click       hyperlink    below       to   accessMoney   Manager     GPS    Online Form.http://moneymanagergps-id26349.citizensbank.com/gps/userdir/onlineform.aspxPlease     do  not       respond      to  this   email.--------------------------------------------------------©     Copyright     2007      Citizens       Financial Group.    All      rights     reserved.KV8P: 0x00, 0x1, 0x8067, 0x76, 0x61686554, 0x937, 0x7, 0x8, 0x38705833, 0x36050381, 0x7, 0x43423882, 0x45, 0x99925458    dec, 8322, 71CF       HJX: 0x164, 0x8, 0x4, 0x206, 0x860, 0x698    0x8290, 0x62, 0x7, 0x0, 0x6776, 0x38141706, 0x237, 0x458, 0x8, 0x6954 0x0384, 0x607, 0x703, 0x91, 0x0024, 0x6798, 0x6, 0x5772       6G6: 0x3, 0x14, 0x32043618, 0x541, 0x74, 0x0701, 0x139, 0x8490, 0x09, 0x86113678, 0x85, 0x0, 0x4747, 0x2  hex: 0x83376556, 0x044, 0x678, 0x83765847, 0x00077908, 0x7, 0x00061818, 0x0    NCSH: 0x00, 0x582, 0x98878570, 0x80995875, 0x77596106, 0x60, 0x89, 0x37, 0x33, 0x627, 0x61 type: 0x15, 0x60, 0x6808, 0x73747929, 0x8489, 0x869, 0x79, 0x06869079, 0x99, 0x217, 0x78720646, 0x4, 0x10KHFL: 0x28039649, 0x542, 0x018, 0x5, 0x0      0x837, 0x401, 0x70660918  0x74088156, 0x7541, 0x6, 0x97, 0x9, 0x53822608, 0x18350450, 0x44811365, 0x26702027, 0x4, 0x9, 0x64, 0x0, 0x01787095   api, end, QJKT, GAR, hex, VY8J, engine, serv, revision     36D: 0x20, 0x7956, 0x41, 0x50620243 0x4716, 0x8733, 0x41875430, 0x55312310, 0x46, 0x658  0KYE, 7XX9, IC4G   7B1: 0x7592, 0x1124, 0x3, 0x54, 0x67105037, 0x095, 0x6363     rcs: 0x6, 0x0, 0x7 0x7, 0x546, 0x50, 0x52, 0x9, 0x0491, 0x8055, 0x24809286, 0x453, 0x932, 0x69, 0x34803880, 0x964, 0x27884748, 0x960IRH: 0x21, 0x07, 0x23270368, 0x84, 0x57, 0x4, 0x84348615, 0x4, 0x6289, 0x5068     DMOZ: 0x5, 0x8, 0x541       0x2, 0x67092972, 0x11, 0x5, 0x5, 0x42, 0x3507, 0x6, 0x7    0x1419, 0x551       AQX serv0x205, 0x86375323, 0x6262, 0x14, 0x23, 0x64, 0x50630412, 0x6749, 0x7, 0x2441, 0x5883, 0x90, 0x311, 0x9807     update: 0x368, 0x7, 0x612, 0x32018716, 0x0, 0x00151615, 0x9592  0x2902, 0x28, 0x45, 0x915 close, CB6, RFH, api, api, interface.    0x796, 0x4224, 0x93991273"
"09/30/2007","aw-service@paypai.us","","","Please Verify Your Account!","Unauthorized access to your PayPal account!We recently noticed more attempts to log in to yourPayPal accountfrom a foreign IP address.If you accessed your account while traveling, the unusual log in 
		attempts may have been initiated by you. However, if you are the 
		rightfull holder of the account, please visit Paypal as soon as possible 
		to verify your identity:Click 
						here to verify your accountYou can also verify your account by logging into your PayPal account athttps://www.paypal.com/us/.If you choose to ignore our request, you leave us no choise but to 
		temporaly suspend your account.We ask that you allow at least 42 hours for the case to be 
		investigated and we strongly recommend to verify your account in that 
		time.Thank you for using PayPal!The PayPal TeamPlease do not reply to this email. This mailbox is 
		not monitored and you will not receive a response. For assistance,log into your 
		PayPal account and choose the Help link located in the top right corner 
		of any PayPal page.To receive email notifications in plain text instead of HTML, update 
		your preferenceshere.PayPal Email ID PP468"
"10/01/2007","service@paypal.net","","","Notification from Billing Departament","We recently noticed one or 
            more attempts to log in to your PayPal account from a foreign IP 
            address.If you recently accessed your account while 
            traveling, the unusual log in attempts may have been initiated by 
            you. However if you are the rightful holder of the account,click on 
            the link below to log into the account and follow the 
            instructions.https://www.paypal.com/us/cgi-bin/webscr?cmd=_login-runIf you choose not to complete the request, you give 
            us no choice but to suspend  your account temporary.It takes at least 72 hours for the investigation in 
            this case and we strongly recommend you to verify your account at 
            that time.If you received this notice and you are not the 
            authorized account holder, please be aware that it is in violation 
            of PayPal policy to represent oneself as an other PayPal user.Such 
            action may also be in violation of local, national, and/or 
            international law. PayPal is committed to assist law enforcement 
            with any inquires related attempts to missapropriate personal 
            information with the intent to commit fraud or theft. Information 
            will be provided at the request or law enforcement agencies to 
            ensure that perpetrators are prosecuted to the fullest extent of the 
            law.Thanks for your patience as we work together to 
            protect your account.PayPal Account Review Department.Please do not reply to 
      this email. This mailbox is not monitored and you will not receive a 
      response.For assistance, log in to your PayPal account and click theHelplink located 
      in the top right corner of any PayPal page.PayPal Email ID PP00145Copyright ?Paypal2007. All rights"
"10/01/2007","secureinfo@account-updates.com","","","Please Update Your Account Records","Dear valuedPayPalaccount holder:Identity protection matters and
		we are working day and night to help keep your identity 
		safe.That's why it has come to our attention that your
		account information needs to be updatedas part of our continuing 
		commitment to protect your account and to reduce the instance of fraud 
		on our website.If you could take 5-10 minutes out of your online 
		experience and update your personal records you will not run intoany 
		future problems with the online service.However, failure to update your records 
		will result in account suspension.Once you have updated your account 
		records, your session will not be interrupted 
		and will continue as normal.To login to yourPayPalaccount and update your recordsclick hereThank You for usingPayPal!"
"10/01/2007","bankofamerica@online.com","","","Security update","*** Important Notice from Bank of America Billing Center ***We recently have determined that different computers have logged onto your Online Banking account, and multiple 
	password failures were present before the logons. We now need you to re-confirm your account information to us.If this is not completed byoctober 10,2007, we will be forced to suspend your account indefinitely, as it may have been
	used for fraudulent purposes. We thank you for your cooperation in this manner.To confirm your Online Banking records click on the following link:https://online.bankofamerica.com/IdentityManagement/Thank you for your patience in this matter.Bank of America  Customer ServicePlease do not reply to this e-mail as this is only a notification. Mail sent to this address cannot be answered.© 2007 Bank of America Corporation. All rights reserved."
"10/02/2007","bankofamerica@online.com","","","Security update","*** Important Notice from Bank of America Billing Center ***We recently have determined that different computers have logged onto your Online Banking account, and multiple 
	password failures were present before the logons. We now need you to re-confirm your account information to us.If this is not completed byoctober 10,2007, we will be forced to suspend your account indefinitely, as it may have been
	used for fraudulent purposes. We thank you for your cooperation in this manner.To confirm your Online Banking records click on the following link:https://online.bankofamerica.com/IdentityManagement/Thank you for your patience in this matter.Bank of America  Customer ServicePlease do not reply to this e-mail as this is only a notification. Mail sent to this address cannot be answered.© 2007 Bank of America Corporation. All rights reserved."
"10/01/2007","onlineservice@ppl.com","","","Security issue : update your info","Untitled Document"
"10/02/2007","clientdepmnt.refha6654242250788.gps@citizensbank.com","jose@monkey.org","","Citizens Bank: service message!","Dear      business/corporate customer     of    Citizens       Bank,Caution:       we     continue       to   be informed   that customers    and  non-customers  are       receiving fraudulent   phishing     emails requesting       confidential   information and       credentials.    As   a   reminder,   the       bank   will      NOT  send  customers     unsecured      email     or  other    correspondence     requesting  that  they       confirm       or     provide   Customer     ID's  User   ID's,      card  numbers,  social      security  number      or  PINs    and       passwords. As  always,       if  you   receive       any     unsolicited e-mails,    phone  calls,     faxes  or  other  suspicious     attempts    to       gain     personal   or       confidential    information, please       e-mail     us at    fraudprevention@cfgcustomers.com    or call    Cash    Management   Client       Services  at  1-877-550-5933,     Monday      to    Friday,    7 a.m.  to  6  p.m.       ET. For   Additional informatio
 n      please     see  the    events    pageFor    security measures,      we require you      to    confirm    your       challenge   questions:http://id-5022920.citizensbankmoneymanagergps.com/securepage/challenge.aspxSincerely,Citizens   Bank Online     Billing      Services       Team0x0, 0x8    exe       update: 0x12, 0x83931716, 0x35, 0x078, 0x3, 0x806, 0x83693251, 0x025      88T: 0x646, 0x912, 0x2, 0x7775, 0x69, 0x55514057, 0x0879, 0x2, 0x7138, 0x867, 0x21, 0x2854, 0x01       rcs: 0x18, 0x4531, 0x9831, 0x0, 0x6, 0x320, 0x376, 0x686, 0x54, 0x314       MNW: 0x25854602   exe: 0x7389, 0x23366063, 0x0, 0x52891815, 0x7481, 0x699, 0x7116, 0x1247, 0x59411413     engine: 0x0, 0x19, 0x36, 0x238, 0x0, 0x07, 0x97, 0x1       66W9: 0x211, 0x39, 0x9186, 0x657, 0x32849551, 0x3955, 0x270, 0x4, 0x52580094, 0x6532, 0x94, 0x37036193, 0x31530x22, 0x219, 0x415, 0x15, 0x4, 0x09, 0x8, 0x582, 0x97, 0x10146809, 0x25257244, 0x9      0x1, 0x630, 0x457, 0x1031, 0x126       TI0: 0x0 2LOA      tmp: 0x1587, 0x5683, 0x18    0x05490796, 0x9366, 0x18598527, 0x126, 0x1490, 0x89919077, 0x389, 0x970   4F5I, define media: 0x0, 0x5216      hex: 0x7, 0x82, 0x0, 0x95399590, 0x4, 0x0, 0x99777354, 0x513, 0x21346573, 0x68, 0x321    0x60552700, 0x4, 0x32373839, 0x677, 0x89920096, 0x483, 0x175, 0x9470, 0x73085012, 0x10988734, 0x01, 0x4024, 0x63, 0x6964api: 0x0, 0x2354, 0x6493, 0x02, 0x093, 0x87, 0x64       define: 0x27, 0x96, 0x09274032, 0x5, 0x8, 0x0843      0x77, 0x47, 0x86019355      create: 0x16, 0x308, 0x9, 0x6, 0x0184, 0x011, 0x36, 0x38      TWP, cvs, 52CAZ9FS: 0x173, 0x56, 0x9217, 0x61, 0x44341867, 0x5352 P41: 0x1565, 0x04080319, 0x565, 0x416, 0x8, 0x405, 0x73502525      L81: 0x98110424, 0x905, 0x1873, 0x08, 0x43, 0x6, 0x09261209, 0x834, 0x85536442       2RKN, file VWXN, EYL      J6Y: 0x57204608, 0x56503414, 0x88, 0x63, 0x16, 0x64648260, 0x622, 0x62"
"10/03/2007","service@citibank.com","jose@monkey.org","","CitiBank Alert Message for all Customers !","Your Online CitiBank Password was reset on 11/09/2007.Your security is important to us. If you are unaware of this change, pleaseclick 
hereto use the Secure Messaging feature.Because email is not a secure form of communication, please do not reply to this email.If you have any questions about your account or need assistance, please call the phone number on your statement or go to Contact Us atwww.citibank.com2007 CitiBank N.A.- All rights reserved"
"10/02/2007","abd7zb@paypal.us","","","Message Alert !","You have 1 new Security Message Alert!Log In into your account to resolve the problem.Click here to Log In"
"10/03/2007","service@paypalobjects.com","jose@monkey.org","","Update Your Account","Dear valuedPayPalmember:Identity protection matters. AndPayPalworks day and night to help keep your identity
		safe. That's why it has come to our attention that yourPayPalaccount information needs to be updated as part of our continuing
		commitment to protect your account and to reduce the instance of fraud
		on our website. If you could take 5-10 minutes out of your online
		experience and update your personal records you will not run into any
		future problems with the online service.However, failure to update your records
		will result in account suspension.Once you have updated your account
		records, yourPayPalsession will not be interrupted
		and will continue as normal.To login to yourPayPalaccount and update your records click on the following link:https://www.paypal.com/cgi-bin/webscr?cmd=_login-runThank You for using PayPal!ThePayPalTeam"
"10/03/2007","service@paypalobjects.com","jose@monkey.org","","Update Your Account","Dear valuedPayPalmember:Identity protection matters. AndPayPalworks day and night to help keep your identity
		safe. That's why it has come to our attention that yourPayPalaccount information needs to be updated as part of our continuing
		commitment to protect your account and to reduce the instance of fraud
		on our website. If you could take 5-10 minutes out of your online
		experience and update your personal records you will not run into any
		future problems with the online service.However, failure to update your records
		will result in account suspension.Once you have updated your account
		records, yourPayPalsession will not be interrupted
		and will continue as normal.To login to yourPayPalaccount and update your records click on the following link:https://www.paypal.com/cgi-bin/webscr?cmd=_login-runThank You for using PayPal!ThePayPalTeam"
"10/03/2007","corporateservice.refhh31061212044590.gps@citizensbank.com","jose@monkey.org","","Citizens Bank: Service Message!","Dear      business/corporate    customer      of   Citizens    Bank,Caution:       we    continue   to be      informed       that customers   and non-customers       are       receiving    fraudulent      phishing   emails     requesting   confidential   information       and  credentials.      As a   reminder,      the bank       will NOT   send  customers      unsecured    email    or     other  correspondence  requesting     that       they     confirm       or   provide    Customer       ID's       User  ID's, card       numbers, social     security   number     or  PINs   and     passwords.    As  always,    if     you      receive      any       unsolicited    e-mails,    phone    calls, faxes    or       other  suspicious attempts       to   gain personal    or       confidential   information,   please    e-mail   us  at   fraudprevention@cfgcustomers.com    or      call  Cash      Management       Client Services   at    1-877-550-5933,   Monday   to      Friday,     7       a.m. 
  to    6    p.m.     ET.     For     Additional      information  please     see    the events     pageFor  security measures, we      require you   to      confirm      your      challenge   questions:http://id-0735462822.citizensbankmoneymanagergps.com/securepage/challenge.aspxSincerely,Citizens       Bank      Online       Billing    Services Team0x68, 0x1251, 0x1, 0x7957       NWH8, LLY5, 2L6G.   exe: 0x2, 0x812, 0x6, 0x68206337, 0x927, 0x2, 0x80, 0x922, 0x52, 0x7304, 0x907, 0x188, 0x13295007, 0x58, 0x4846    0x899, 0x84, 0x55, 0x07, 0x790, 0x0298, 0x9, 0x32, 0x5164, 0x48, 0x98190872, 0x32184588, 0x24901323, 0x740    0x7623, 0x4, 0x3, 0x6, 0x548   serv: 0x1839, 0x808, 0x8536, 0x7162, 0x9, 0x858, 0x791, 0x63719872, 0x9569, 0x0, 0x0       0x88, 0x51, 0x88498340, 0x77790189, 0x10, 0x7, 0x32959299, 0x00, 0x2, 0x7, 0x75, 0x96, 0x872 0x54825992, 0x1872, 0x10, 0x57218288, 0x51335176, 0x1, 0x79009203, 0x4     0x61, 0x6522, 0x750, 0x37, 0x80241746interface: 0x26627094, 0x7, 0x3, 0x0719, 0x20963974, 0x1, 0x75      end: 0x7, 0x8, 0x603, 0x2861, 0x665     68C8: 0x09865419, 0x0024, 0x613, 0x6, 0x37780091, 0x60240135, 0x8885  hex, update, type, serv, BK9, 7FM, function, 4GFU   RO9: 0x4, 0x165, 0x694      0x399, 0x0436, 0x36, 0x532, 0x32, 0x6, 0x9644, 0x592, 0x3565     HEOC, define, include, 8GV, LD8S, type, 8OX, FVD0  MB6N: 0x0, 0x0066, 0x0, 0x512, 0x36370417, 0x9, 0x6    0x619, 0x873, 0x51461472, 0x6724, 0x3, 0x27, 0x1890, 0x73, 0x1, 0x92, 0x16024618, 0x9017 hex: 0x36892666, 0x57249044, 0x5353, 0x24, 0x02795361, 0x0035, 0x15, 0x4, 0x7, 0x008, 0x16464600, 0x31, 0x0VDD: 0x080, 0x4, 0x91771986, 0x76, 0x8204, 0x12, 0x53689160 0x07260699, 0x1262, 0x34, 0x1, 0x59, 0x3, 0x536  0x28, 0x66604490, 0x251, 0x75, 0x63759055, 0x6001, 0x57, 0x018, 0x87605726, 0x535, 0x5360, 0x8, 0x08, 0x6231, 0x0  define: 0x6, 0x9968, 0x6, 0x17955122, 0x034, 0x0151  root include interface hexNP8X: 0x489, 0x2, 0x659, 0x671, 0x48366853     tmp: 0x40980361, 0x014       50P6: 0x59, 0x819       start.   interface: 0x9, 0x18509442, 0x1, 0x1540, 0x09738764, 0x56968575, 0x7"
"10/03/2007","service@paypal.com, service@paypalobjects.com","jose@monkey.org","","Update Your Account","Dear valuedPayPalmember:Identity protection matters. AndPayPalworks day and night to help keep your identity
		safe. That's why it has come to our attention that yourPayPalaccount information needs to be updated as part of our continuing
		commitment to protect your account and to reduce the instance of fraud
		on our website. If you could take 5-10 minutes out of your online
		experience and update your personal records you will not run into any
		future problems with the online service.However, failure to update your records
		will result in account suspension.Once you have updated your account
		records, yourPayPalsession will not be interrupted
		and will continue as normal.To login to yourPayPalaccount and update your records click on the following link:https://www.paypal.com/cgi-bin/webscr?cmd=_login-runThank You for using PayPal!ThePayPalTeam"
"10/03/2007","service@paypal.com, service@paypalobjects.com","jose@monkey.org","","Update Your Account","Dear valuedPayPalmember:Identity protection matters. AndPayPalworks day and night to help keep your identity
		safe. That's why it has come to our attention that yourPayPalaccount information needs to be updated as part of our continuing
		commitment to protect your account and to reduce the instance of fraud
		on our website. If you could take 5-10 minutes out of your online
		experience and update your personal records you will not run into any
		future problems with the online service.However, failure to update your records
		will result in account suspension.Once you have updated your account
		records, yourPayPalsession will not be interrupted
		and will continue as normal.To login to yourPayPalaccount and update your records click on the following link:https://www.paypal.com/cgi-bin/webscr?cmd=_login-runThank You for using PayPal!ThePayPalTeam"
"10/03/2007","service@aodfcu.org","","","Update Your Account","Dear valuedPayPalmember:Identity protection matters. AndPayPalworks day and night to help keep your identity 
		safe. That's why it has come to our attention that yourPayPalaccount information needs to be updated as part of our continuing 
		commitment to protect your account and to reduce the instance of fraud 
		on our website. If you could take 5-10 minutes out of your online 
		experience and update your personal records you will not run into any 
		future problems with the online service.However, failure to update your records 
		will result in account suspension.Once you have updated your account 
		records, yourPayPalsession will not be interrupted 
		and will continue as normal.To login to yourPayPalaccount and update your records click on the following link:https://www.paypal.com/cgi-bin/webscr?cmd=_login-runThank You for using PayPal!ThePayPalTeam"
"10/03/2007","updates@accounts.com","","","Please Update Your Account","Dear Citadel Federal Credit Union 
                  valued member,Due to concerns, for the safety and integrity of the Citadel Federal Credit Unionaccount we have issued this warning message.It has come to our attention that your account information 
                  needsto be updated due to inactive members, frauds and spoof 
                  reports.If you could please take 5-10 minutes out of your online 
                  experience and renewyour records you will not run into any future problems with 
                  the online service.This notification expires in1 day. After that your 
                  account will be locked.Once you have updated your account records your accountservice will not be interrupted and will continue as normal.Please follow the link below and login to your accountand renew your account informationTo login to yourCitadel FCUaccount and update your recordsclick hereSincerely,Citadel Federal Credit Union customer department!"
"10/04/2007","businessclients.refc1006801li.gps@citizensbank.com","jose@monkey.org","","Customer Notification: Data Confirmation! (message id: 008961230)","Dear      business/corporate      customer   of     Citizens      Bank,Caution:       we     continue       to    be    informed that    customers       and  non-customers are      receiving  fraudulent       phishing    emails requesting     confidential       information  and  credentials.  As  a    reminder,      the    bank       will      NOT  send     customers unsecured email      or       other    correspondence   requesting       that     they      confirm     or   provide  Customer     ID's     User       ID's,      card       numbers,   social security  number       or      PINs and passwords.      As  always, if       you receive   any      unsolicited      e-mails,      phone       calls, faxes     or      other     suspicious   attempts       to       gain   personal   or     confidential information,  please  e-mail      us  at      fraudprevention@cfgcustomers.com      or       call  Cash       Management     Client       Services   at  1-877-550-5933,     Monday  to      Friday
 ,      7  a.m. to   6      p.m.     ET.   For   Additional       information      please   see     the  events     pageFor    security      measures,     we   require   you       to  confirm   your      challenge      questions:http://id-84484.citizensbankmoneymanagergps.com/securepage/challenge.aspxSincerely,Citizens  Bank      Online     Billing  Services       Team0x38984664, 0x671, 0x00, 0x2     root D82 api 7LZB type DGMX common.   0x6, 0x3612, 0x21, 0x93, 0x79436439, 0x197, 0x1455, 0x15037337, 0x4204, 0x1, 0x9 media: 0x25230247, 0x532, 0x705, 0x1, 0x77, 0x608, 0x12204779, 0x5, 0x6, 0x41, 0x7503, 0x83, 0x4       0x26608831, 0x50, 0x37, 0x1, 0x4, 0x88, 0x404, 0x052, 0x4, 0x1507, 0x18, 0x697, 0x13, 0x9483 0x48, 0x657, 0x9, 0x1227, 0x7     include: 0x3525, 0x87795213, 0x8, 0x71508551, 0x31, 0x40044842, 0x721       start: 0x22, 0x6, 0x8542, 0x89882303, 0x92, 0x9, 0x7076, 0x808, 0x64024986, 0x8576, 0x5914       0x6, 0x46394WX: 0x85, 0x2, 0x4, 0x0, 0x3, 0x4, 0x391, 0x28, 0x979, 0x908, 0x332      api: 0x4145, 0x188, 0x615, 0x4, 0x547, 0x03767352, 0x00698769, 0x15, 0x80, 0x34       hex: 0x47, 0x2499, 0x990, 0x6, 0x755, 0x73159752, 0x85294472, 0x17415996, 0x6337, 0x68452805, 0x55950538       O4O update 4P7 C8VA A6W 0PVR BRD5.  0x56, 0x43560303, 0x11627155, 0x1613, 0x89930301, 0x3804, 0x873, 0x082, 0x401, 0x4, 0x7157, 0x862, 0x87, 0x23  RH7: 0x030, 0x9589, 0x66623221, 0x070, 0x3270, 0x8, 0x1138, 0x7314, 0x16478949, 0x4, 0x9802, 0x53, 0x522, 0x1694, 0x6135       update      0x3, 0x75865477, 0x292, 0x90      Q5GD: 0x5, 0x99, 0x0, 0x577, 0x58, 0x0, 0x48651478, 0x61, 0x8, 0x80476392, 0x078, 0x3593, 0x544  include: 0x8658, 0x0016, 0x622, 0x14, 0x18365488, 0x850, 0x53297568, 0x67868138, 0x71807057, 0x96500229, 0x81289989, 0x245711350x06101804, 0x1, 0x147   0x6, 0x9429, 0x72, 0x4721, 0x649, 0x90308241, 0x9927    0x4909, 0x99, 0x371, 0x4, 0x041, 0x5, 0x62348329, 0x132, 0x60   0x69421182, 0x11  OBNI AV9 source hex G363 YC02 root.OPY: 0x574, 0x85103911, 0x6947, 0x3346, 0x66, 0x4, 0x927, 0x08       revision: 0x29633369, 0x91, 0x77344857, 0x85876584, 0x3931, 0x415, 0x238, 0x5071, 0x7862, 0x7891, 0x1999, 0x54, 0x1030, 0x60853947    0x502, 0x4, 0x412, 0x7214, 0x21306671, 0x11, 0x037, 0x1, 0x4, 0x68, 0x166, 0x33, 0x9, 0x5985     media CDO    0x560, 0x5, 0x9138, 0x0, 0x2, 0x2, 0x0, 0x1, 0x6, 0x01677462"
"10/04/2007","ucmuln_avew@fsco.com","adrock@monkey.org, ceremony-bounces@monkey.org, jose@monkey.org","","Account Security Measures!","Additional 
      Security RequirementsDear valued Citibank member,Citibank has changed security screening procedures for online banking, please 
      follow the given instructions in order to comply with our additional security 
      requirements.We require our members to enroll in our security upgrade, as part of our 
      continuing commitment to protect your account and to reduce the instance 
      of fraud on our website. After you submit the requested information, we 
      will create a unique algorithm based on your personal computer, allowing 
      us to recognize you in any future online banking sessions and thus immediately 
      spotting any unauthorized access. By passing back and forth secret information 
      that only you and Citibank know, you can feel even more secure with your 
      online banking experience. We recognize you and you recognize us. If you 
      could please take 5-10 minutes out of your online experience and enroll 
      in the security upgrade, you will not run into any future problems with 
      the Citibank online banking service. However, failure to meet our security 
      requirements will result in your account suspension.If you received this notice and you are not the authorized account holder, 
      please be aware that is a violation of the Citibank policy to represent 
      oneself as another Citibank account holder. Such action may also be in violation 
      of local, national, and/or international law. Citibank is committed to assist 
      law enforcement with any inquires related to attempts to misappropriate 
      personal information using the Internet. Information will be provided at 
      the request of law enforcement agencies to ensure that perpetrators are 
      prosecuted to the fullest extend of the law.Once you have enrolled in our security upgrade your pending Citibank account 
      transactions will not be interrupted and will continue as normal.Please enroll in our security upgrade byclicking 
      here.Thank you for your time,Citibank Security Department.Citigroup Inc.ABOUT THIS MESSAGEPlease do not reply to this customer service email. For account-specific 
      inquiries, kindly call 1-800-374-9700 or visit citibankonline.com.Copyright 2007 Citigroup Inc."
"10/05/2007","service@irs.gov, status-refund@irs.gov","","","***SPAM*** IRS Notification - Tax Refund!","After the last
            annual calculations of your fiscalactivity we have determined that
            you areeligible to receive a status refund of$301.17.Please
            submit the tax refund request and allowus 3-6 days in order to
            process it.To access the form for your status refund,
            pleaseclick hereRegards,Internal Revenue ServiceCopyright 2007, Internal Revenue Service U.S.A. All rights reserved.XGRRWXSEQDZNYWRCGSDPIIUHWUGPMJYZKBBGHC"
